#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="treePrior" ntaxa="30" spec="gammaspike.tree.BirthDeathStubSimulator">
#        <parameter id="r0" lower="0.0" name="r0" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#        <parameter id="RealParameter" lower="0.0" name="samplingProportion" spec="beast.base.inference.parameter.RealParameter" upper="0.0">0.0</parameter>
#        <parameter id="lambda" lower="0.0" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#        <tree id="tree" spec="beast.base.evolution.tree.Tree">
#            <taxonset id="TaxonSet">
#            </taxonset>
#        </tree>
#    </distribution>
#    <prior id="Prior" name="distribution" x="@lambda">
#        <LogNormal id="LogNormalDistributionModel" meanInRealSpace="true" name="distr">
#            <M id="Function$Constant" spec="beast.base.core.Function$Constant" value="10.0"/>
#            <S id="Function$Constant1" spec="beast.base.core.Function$Constant" value="0.5"/>
#        </LogNormal>
#    </prior>
#    <prior id="Prior1" name="distribution" x="@r0">
#        <LogNormal id="LogNormalDistributionModel1" meanInRealSpace="true" name="distr">
#            <M id="Function$Constant2" spec="beast.base.core.Function$Constant" value="4.0"/>
#            <S id="Function$Constant3" spec="beast.base.core.Function$Constant" value="0.5"/>
#        </LogNormal>
#    </prior>
#    <prior id="Prior2" name="distribution">
#        <parameter id="omega" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#        <LogNormal id="LogNormalDistributionModel2" meanInRealSpace="true" name="distr">
#            <M id="Function$Constant4" spec="beast.base.core.Function$Constant" value="1.0"/>
#            <S id="Function$Constant5" spec="beast.base.core.Function$Constant" value="1.0"/>
#        </LogNormal>
#    </prior>
#    <prior id="Prior3" name="distribution">
#        <parameter id="gammaShape" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#        <Exponential id="Exponential" name="distr">
#            <mean id="Function$Constant6" spec="beast.base.core.Function$Constant" value="1.0"/>
#        </Exponential>
#    </prior>
#    <prior id="Prior4" name="distribution">
#        <parameter dimension="61" id="frequencies.codon" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.01639344</parameter>
#        <Dirichlet id="Dirichlet" name="distr">
#            <alpha id="Function$Constant7" spec="beast.base.core.Function$Constant" value="2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0"/>
#        </Dirichlet>
#    </prior>
#    <prior id="Prior5" name="distribution">
#        <parameter dimension="6" id="rates.codon.1" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">1.0</parameter>
#        <Dirichlet id="Dirichlet1" name="distr">
#            <alpha id="Function$Constant8" spec="beast.base.core.Function$Constant" value="1.0 4.0 1.0 1.0 4.0 1.0"/>
#        </Dirichlet>
#    </prior>
#    <prior id="Prior6" name="distribution">
#        <parameter dimension="6" id="rates.codon.2" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">1.0</parameter>
#        <Dirichlet id="Dirichlet2" name="distr">
#            <alpha id="Function$Constant9" spec="beast.base.core.Function$Constant" value="1.0 4.0 1.0 1.0 4.0 1.0"/>
#        </Dirichlet>
#    </prior>
#    <prior id="Prior7" name="distribution">
#        <parameter dimension="6" id="rates.codon.3" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">1.0</parameter>
#        <Dirichlet id="Dirichlet3" name="distr">
#            <alpha id="Function$Constant10" spec="beast.base.core.Function$Constant" value="1.0 4.0 1.0 1.0 4.0 1.0"/>
#        </Dirichlet>
#    </prior>
#</input>
#
Sample	lambda	r0	branchRates.1	branchRates.2	branchRates.3	branchRates.4	branchRates.5	branchRates.6	branchRates.7	branchRates.8	branchRates.9	branchRates.10	branchRates.11	branchRates.12	branchRates.13	branchRates.14	branchRates.15	branchRates.16	branchRates.17	branchRates.18	branchRates.19	branchRates.20	branchRates.21	branchRates.22	branchRates.23	branchRates.24	branchRates.25	branchRates.26	branchRates.27	branchRates.28	branchRates.29	branchRates.30	branchRates.31	branchRates.32	branchRates.33	branchRates.34	branchRates.35	branchRates.36	branchRates.37	branchRates.38	branchRates.39	branchRates.40	branchRates.41	branchRates.42	branchRates.43	branchRates.44	branchRates.45	branchRates.46	branchRates.47	branchRates.48	branchRates.49	branchRates.50	branchRates.51	branchRates.52	branchRates.53	branchRates.54	branchRates.55	branchRates.56	branchRates.57	branchRates.58	branchRates.59	clockSD	gammaShape	rates.codon.1.1	rates.codon.1.2	rates.codon.1.3	rates.codon.1.4	rates.codon.1.5	rates.codon.1.6	rates.codon.2.1	rates.codon.2.2	rates.codon.2.3	rates.codon.2.4	rates.codon.2.5	rates.codon.2.6	rates.codon.3.1	rates.codon.3.2	rates.codon.3.3	rates.codon.3.4	rates.codon.3.5	rates.codon.3.6	frequencies.codon.1	frequencies.codon.2	frequencies.codon.3	frequencies.codon.4	frequencies.codon.5	frequencies.codon.6	frequencies.codon.7	frequencies.codon.8	frequencies.codon.9	frequencies.codon.10	frequencies.codon.11	frequencies.codon.12	frequencies.codon.13	frequencies.codon.14	frequencies.codon.15	frequencies.codon.16	frequencies.codon.17	frequencies.codon.18	frequencies.codon.19	frequencies.codon.20	frequencies.codon.21	frequencies.codon.22	frequencies.codon.23	frequencies.codon.24	frequencies.codon.25	frequencies.codon.26	frequencies.codon.27	frequencies.codon.28	frequencies.codon.29	frequencies.codon.30	frequencies.codon.31	frequencies.codon.32	frequencies.codon.33	frequencies.codon.34	frequencies.codon.35	frequencies.codon.36	frequencies.codon.37	frequencies.codon.38	frequencies.codon.39	frequencies.codon.40	frequencies.codon.41	frequencies.codon.42	frequencies.codon.43	frequencies.codon.44	frequencies.codon.45	frequencies.codon.46	frequencies.codon.47	frequencies.codon.48	frequencies.codon.49	frequencies.codon.50	frequencies.codon.51	frequencies.codon.52	frequencies.codon.53	frequencies.codon.54	frequencies.codon.55	frequencies.codon.56	frequencies.codon.57	frequencies.codon.58	frequencies.codon.59	frequencies.codon.60	frequencies.codon.61	omega	tree.height	tree.treeLength
25	5.004721374948733	6.214031138006259	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2	0.776847565618658	0.15017509492563957	0.36803019647740354	0.14745176465204182	0.060089119921507346	0.2590771843915522	0.01517663963185565	0.20481480783213032	0.07431274162921463	0.034015770621810076	0.006032107665904057	0.33495126466676123	0.3458733075841799	0.0761353650670177	0.3737389228815818	0.1565924512632012	0.061838165349308485	0.29562808724938394	0.036067008189506804	0.010313226632765848	8.542064679609523E-4	0.007181237590366425	0.0062122745396910335	0.008660158285265321	0.03033984475726803	0.010509892503795951	0.008658674100686015	0.02422613178304755	0.029336932247441244	0.020099319857138278	0.01282710071066024	0.014015460691335684	0.013376266136152908	0.015554020519710039	0.03440674337778875	0.010913140182497155	0.01391916614150363	0.016128893759270544	0.03209793671533633	0.005269881250834589	0.018137544692456202	0.004692878335189519	0.03488712194589244	0.019493280691218553	0.011381126135859796	0.027701819256118313	0.01384427564318156	0.005613928287017049	0.028530022173702374	0.008184024092072148	0.0016406129268176832	0.0106907412830561	0.026957525052462652	0.01516268385987192	0.026289330426364586	0.0015184635443980033	0.007830935888205487	0.007628786010086449	0.006401240244867172	0.01643092686015014	0.012723089913861063	0.010552075535886205	0.02692535107824334	0.010937743660058964	0.020059105062013527	0.0027431301952636636	0.0011964806959120465	0.015019227635039864	0.01575041487087701	0.011817897638644378	0.014739944361600825	0.0036777823849400504	0.020375877070820926	0.010962619612965544	0.009007729953033176	0.015607012078848705	0.04762743155160064	0.03226090417705451	0.05383785749877033	0.04626054942506073	0.7511179400672432	0.4361995834315444	5.641985909191058
26	7.394804344029044	1.5371647916073061	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2	0.9037584563372124	0.010044918957846287	0.4217504164967751	0.03574319573162719	0.1266372373932799	0.3625224591177044	0.043301772302767105	0.14711439851276265	0.39815533514076495	0.0034335849130968836	0.1948566029902195	0.24284248812422723	0.013597590318928645	0.05981024954887945	0.49290116926216127	0.014252103324070536	0.01672745796684434	0.38716637752921657	0.029142642368827708	0.015921128082207494	0.004084816278404404	0.02441909951662397	0.004871897865341251	0.014374619445349561	0.024775361360259103	0.011141936933430461	0.006529141133947753	0.009785427561935475	0.006946338555518507	0.005987088806333893	0.006718152214856624	0.005229204488683352	0.02119713843876169	0.006061318268536178	0.008263542361975271	0.01214456819255496	0.006442944598411153	0.0036655367328760156	0.01571633122632613	0.027611541207448957	0.012337236086153367	0.01880251379779442	0.0018643408035698614	0.025153694205946365	0.03243667716441785	0.004472525223173697	0.0075877169008673855	0.004342981846878727	0.020978774961203678	0.028869316174244562	0.0012278292882237937	0.004011525449596851	0.015060994213971599	0.008973362807282226	0.015210031266520345	0.0256644558292663	0.01748805753764521	0.009038461953323513	0.009839714129570585	0.029040072918468305	0.011609703421861043	0.003672549542400641	0.04913537292973803	0.04739734248478513	0.009056555324433705	0.024013079783159006	0.04464462399852595	0.011798085021867428	0.032204294091537335	0.029549910979510985	0.003515348296025924	0.009438258236324671	0.019636212617278298	0.011036703643329848	0.03133350389949112	0.005065234290549768	0.015084137303049926	0.011019950825140899	0.07418025165774322	0.022321465825346186	0.5161237102162988	0.6215133023893273	4.558818022044298
27	11.419653993164932	3.891307209668494	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2	0.5605203268256225	0.05374576095622332	0.3030143333957752	0.06733869901556372	0.14418444226831165	0.38150583492987045	0.05021092943425576	0.4617814612793041	0.04791818499746998	0.05390585509198123	0.10116989990851766	0.3195910417179337	0.01563355700479339	0.07094434623981012	0.34933698489932996	0.02421548386966272	0.19973565712829858	0.35070185569883777	0.005065672164060803	0.007927203661317323	0.004513144236638021	0.010299373205763856	0.005841322297445047	0.018470483445634664	0.030311047990215948	0.023939085348433795	0.026011790459305396	0.011858871624269142	0.018094793272760493	0.05083518347890295	0.003750768988117722	0.008623402640150423	0.007891267973074845	0.02122317099259769	0.008871240152931512	0.030798588881466065	0.008283606832973005	0.018633488670969835	0.034222713865592676	0.006275032790746297	0.011352274104317436	0.026529990116372637	0.013698635374071842	0.007224802287651581	0.04396659603672933	0.0070076156542478885	0.010882543018790389	0.052608761661022505	0.009515575849110069	0.014627437732218116	0.029753281850999114	0.04422453158171852	0.008495090759498426	0.010395169082956714	0.015986663227327676	0.00808222875038699	0.011636630462528974	0.010400730930163821	0.020391829443660525	0.037175460672978916	0.003291002721509953	0.002360752097589517	0.00873947808435488	0.01098083297937665	0.010042554449310081	0.04186750326278687	0.004965759147134344	0.02103012399714442	0.0017904105094394842	0.03366473138620351	0.010137681634221359	0.00704659956969412	0.01598709174378145	0.02650965804486169	0.015847681155522614	0.005148506521167966	0.004392410170119061	0.0067876821575146365	0.011035824535106297	0.007742286427103245	0.5873062433404089	0.3092558131610595	2.408019615543916
28	6.4415708535094565	3.75066973789015	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2	0.5507477272488421	0.14202222763670871	0.210434728014693	0.0314314327171813	0.03792177937243632	0.5469273454049715	0.03126248685400908	0.10994256019912864	0.06592565336610129	0.31870769494593976	0.03798143547134251	0.3642128337504913	0.10322982226699652	0.07326339440198223	0.31346940573789583	0.16960479561411632	0.14562469906938827	0.2969695076931824	0.001068197483434864	0.00494368707236503	0.017400337322694383	0.0062705314828623345	0.0013252156241766572	0.026711039511829158	0.004773289164469467	0.011077735887869714	0.009000351732789215	0.0302952427183438	0.029054900196058754	0.02014887821950525	0.008457565576019982	0.007426489249471173	0.02431091184063623	0.006452188932112396	0.018629978145997435	0.014807202685017926	0.016193176526463664	0.01908187575335902	0.014221679821870179	0.011543840132021456	0.012759375378082744	0.011477222412419484	0.0030359266346356045	0.010718486042896049	0.013495172447006796	0.00970470583341516	0.027820438553768544	0.012009250023947352	0.03637121016900554	0.01586757947674794	0.027329540597568893	0.06251634139424289	0.02593424002781723	0.009047675021668089	0.015587264288850596	0.007383427083889961	0.005385440653686128	0.04555368052316594	0.0020264456674697327	0.0025381394179135553	0.031607585415707455	0.03664099893898916	0.015435671466140923	0.009995989246954612	0.008379854437916811	0.05145007880582513	0.017819063406317625	0.0033933179399955778	0.02803387319455834	0.0018916830288389578	0.010575668565682978	0.009722197283784024	0.016854479940808353	0.006875585039204665	0.005362465074658023	0.0217503585474386	0.005575440843545363	0.017163138956492987	0.032289377767728625	0.01049549285528023	0.12990134608491608	0.6820999119970835	5.745571214642541
29	5.077246514868325	3.849871487846625	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2	0.5879682695060299	1.3871270478078328E-5	0.4155689230570546	0.06691321880496581	0.015241452077864499	0.4354094550798476	0.06685307970978951	0.009239578591205947	0.41830830720454915	0.188407756440699	0.09034903169390801	0.17676260594387022	0.11693272012576768	0.00416410431355665	0.42911586679263836	0.07840168621020567	0.03341171119141831	0.38227715810651874	0.0726294733856623	0.003986545691410886	0.019441713927593036	0.00938736687484066	0.032216076880877666	0.01857455700723916	0.028458373301517167	0.03678222920707411	0.028770418814775118	0.013872102684685614	0.006399474146315005	0.00581743670425535	0.0042235398375408875	0.011027835373950221	0.007183307400312123	0.028415342009413633	0.020219916820470713	0.008147354057588502	0.022792563956688713	0.00906128801504194	0.016863781626642274	0.008917657049460764	0.007256725058296565	0.011160063204092118	0.021033774002217526	0.0070123600126636935	0.040768527346008	0.0056992051426542805	0.011387842753944803	0.013801494521679142	0.008375655769387334	0.021024133314321403	0.0017726404409467377	0.005973324988072873	0.019932025959521947	0.016672972527904797	0.013915867850962096	0.003176767857095094	0.008094476922316483	0.07813463912817539	0.020412787874039065	0.041737691415661256	0.023341966958054405	0.008388257127408295	0.0317064544081421	0.004967810627385064	0.021976525680112328	0.013252619817415342	0.008851734111768069	0.04780687544683915	0.016117038914178115	0.01355968888463219	0.004207228461743638	0.014862637345061472	0.016983954960282734	0.020271993203812348	0.010594383349722968	0.011389005544166298	0.005895460853575765	0.010947757189004785	0.005336029529291323	0.01164072010974944	0.4400899821040415	0.6909173566139478	5.9098907161081815
30	9.019373141127353	2.2047795855364636	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2	2.933816829720112	0.1594355122367519	0.32584054696061954	0.06718783216890487	0.04255583053517076	0.2798358462088974	0.12514443188965552	0.007598137006551968	0.4116129147368735	0.09006606047034064	0.0063093297560276405	0.25352261000024184	0.2308909480299645	0.1762173344365535	0.2500767981035073	0.029879598516578044	0.08641755334024966	0.4430187874294064	0.014389928173705048	0.0073543761071297965	0.031089618068551452	0.008406548474617786	0.0076221328311560635	0.015885740588320225	0.031327305445036334	0.020779881102358864	0.005307034677186339	0.012983540323227538	0.010709668198910022	0.029870170297684965	0.019133815843921598	0.017540463253430238	0.006580547971897108	0.02027228051472958	0.006618822291221522	0.011010909259467938	0.00936180241703031	0.026148969108287984	0.026384981538266863	0.008748309792746245	0.010886638488343817	0.023374731346310035	0.013794200178209318	0.010914420397384121	0.01541040462481	0.008343111248418794	0.003496447153660812	0.02900596191072125	0.021820381908244018	0.014409356698194738	0.00354981350274652	0.007380271377109579	0.013814426544424638	0.012301335124060168	0.015440178056985167	0.010845251189286361	0.004457830001240912	0.03499714917484644	0.04339542480129606	0.012470359804380946	0.005385514412897415	0.013760758965641247	0.02193021566862576	0.00845669512207115	0.03784929607511137	0.005832582415569971	0.030800466953973413	0.006606952764791821	0.011175252032891558	0.01756594917627127	0.012809886244003732	0.01743276236385972	0.01962647562467311	0.021551620945476455	0.002036453556333692	0.030027839795428675	0.02776058273405563	0.01992707498179714	0.023288262074381064	0.022930746456293578	0.18584929786861923	0.3981068890207628	4.283248551846709
31	3.4957662160164045	2.906644312534741	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2	0.14142848271176753	0.21767682519180748	0.4323210427505579	0.06429274220728298	0.033711095485379296	0.18783430116140193	0.06416399320357037	0.056274118839117745	0.3991429410542349	0.14710812560084569	0.036494864489246055	0.28813119507392587	0.07284875494262971	0.09702321316504603	0.5280293991776183	0.07265384983953442	4.558310266953542E-4	0.15073710098838852	0.15110060580271747	0.02283662286336843	0.002925149489207597	0.008204337991430017	0.026231558474163613	0.022338287960917514	0.01979875499375493	0.0049584490982719975	0.005883510411863095	0.009886411962638815	0.0046677191985610746	0.01924514327246915	0.018717905120403493	0.030036004522240842	0.009141910240812231	0.02050311562263036	0.005240442368217478	0.0063412477950414185	0.02738678259999097	0.021034713216947425	0.010961682433940108	0.011145481453070517	0.016342808732374856	0.002594298922072865	0.005269240555025561	0.03058169551834507	0.008435313782178095	0.015727369929080165	0.06459207705064456	0.0069136304938661195	0.01507326409693909	0.010620138718740747	0.027079338108098216	0.013988216822829634	0.01506362443977198	0.011196229704610403	0.027484525038974392	0.10417514023200967	0.011219691246701054	0.0070601487269610266	0.007228591316404938	0.017874083499744477	0.01243925332345532	0.00457370040565545	0.003167112368128941	0.013005698309058783	0.007470785938678546	0.006683142747157615	0.007594698561224439	0.04839811724648013	0.014045013974875889	0.010656984694352696	0.019144189648800117	0.0488141952562352	0.01317340688712189	0.00586501771927465	0.007249026022098383	0.00312531968803235	0.01139263138113683	0.0024366767923023037	0.021716723117586604	0.013043647893029477	0.9852003070437249	1.2459530604379065	11.083949785543666
32	13.859569440050171	1.6900377530849975	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2	0.15091167039413375	0.0026647527343860652	0.3346543677961219	0.002010783631576913	0.1775284607483035	0.48210886794806107	0.00103276714155071	0.07223084056837674	0.11549924770072222	0.06820310812042144	0.19474747926111297	0.5320621919344215	0.017257132414945166	0.013084022810612448	0.322034947656679	0.11441586436564675	0.12676181479053614	0.347657794746269	0.0760455556302566	0.015602220394218057	0.0025075717749891424	0.030949677865666596	0.010544326691579476	0.012599146449020484	0.009577983744989147	0.005115450556075741	0.004238650327715952	0.007380754930062213	0.012934293098005097	0.02308788483346846	0.011360483704487606	0.013329825643115193	0.002803058574738293	0.008333543751628942	0.0069874366513809185	0.010162966738014105	0.015058103153798345	0.02023271028786387	0.016790806219121542	0.023663014355534567	0.01937028822759166	0.04843278081548455	0.01569455949918506	0.003981950244994127	0.022266352789084565	0.007230405937898031	0.015366553686771655	0.015385526578749661	0.02969018013556479	0.0015234471568227165	0.0025104613449055853	0.012376996120137578	0.010972469985488599	0.02688495031105014	0.03131154524437004	0.008817836924313713	0.01586229532158473	0.01704049970182876	0.010891674064798702	0.015832242101155615	0.015729169816489558	0.004823780730438134	0.0011696364912194032	0.022305189709197756	0.011836170822309146	0.0361114671321615	0.007334325089193001	0.024802161584909065	0.04030162531533746	0.029453343625157676	0.004762038226956674	0.0034954400396660992	0.024168988841024003	0.022728576022540144	0.02068222436910498	0.016302669161941116	0.06270983408299595	0.02627799711058738	0.0037365448584714234	0.026565891033045724	0.31539465090137836	0.21552798165017717	1.501243356451044
33	6.359002132876637	5.082872885237769	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2	0.9643647935321988	0.00925500071793476	0.5657682706808298	0.07134267350071175	0.019170180876817586	0.31791864791200897	0.016545226311697116	0.13344132858055682	0.20660267907556576	0.05102581631857416	0.13233760762983618	0.261550224523796	0.215042343871671	0.041273228282947556	0.3140902077569305	0.0797322103620459	0.0912129241044825	0.44087609547270223	0.032815334020891325	0.007779798715885334	0.01281015223301859	0.041981690018620434	0.017229711326827046	0.014940923805427235	0.02431743837046916	0.0340986184076424	0.002475462848686228	0.010448631185266228	0.0015297552600394761	0.008565333691600409	0.00496085104042894	0.011189235822645313	0.010249681904776825	0.008262308929850281	0.01767132061580994	0.0205291358376702	0.03169729798027778	0.01566639861432316	0.014193894610211056	0.01105974770364564	0.007847063775073007	0.01652567888435403	0.021833606385235044	0.033387172680663185	0.00927367109601213	0.00715476737057679	0.012876607609909215	0.0030054027335286717	0.011972705165601527	0.029899527475165326	0.014734916635649466	0.01739552586046381	0.02496737404057783	0.010956855459435411	0.021145015545309225	0.009379482226475376	0.005583444904372586	0.008995218330323069	0.00831448289230635	0.012813227769395356	0.01450255597612448	0.006393406182103059	0.021514278323231443	0.015422299811629717	0.005327986992613664	0.03165236205522601	0.011043730569369137	0.03511397995094499	0.002900765860276833	0.07214409224005106	0.01407439565146527	0.004116516340218952	0.008236235978846053	0.009525347894523827	0.006212049245603583	0.03008355485532913	0.06040762970747941	0.008570972815523145	0.02016037587387979	0.012878327912011395	0.2500909594499001	0.6467076359311927	5.2018615120121625
34	9.443495886342038	4.377884130303731	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2	0.5266345689490574	0.15866035007413706	0.2673266214659167	0.010746671836373135	0.10484136329011189	0.3341556085418744	0.12426938479158663	0.046821213309372334	0.41400715498042545	0.08358812297627484	0.059916036849587934	0.2924013654215992	0.10326610646274018	0.002053477671709855	0.36392470758373097	0.0760487151103446	0.02977128735330656	0.46986183516139096	0.05833997711951693	0.00558423348320283	0.01392197379695828	0.007588644613293484	0.009593275610767591	0.016782781493101296	0.022136505426312444	0.006269258787074776	0.011026563925286538	0.014928981526621097	0.0029270758745940347	0.023266532619070437	0.019451541332678682	0.0142080484222825	0.026861961377358655	0.004336519066787782	0.020668852249349026	0.022384450594898717	0.005053924314568281	0.03453224257083199	0.005240864373528473	0.023732974044534772	0.007465004189282307	0.011185009044266421	0.017127178225390238	0.009461947232582367	0.03227367161011423	0.005505908503154792	0.026016463041912498	0.004740874355673607	0.006916238381597248	0.013520958453537011	0.020986609261234395	0.011760591063792316	0.015510913100732717	0.025393931032619884	0.010419231507407242	0.014874199855596125	0.02048058957331611	0.01099333580253487	0.034888089144467296	0.021230193148096543	0.03690027130921366	0.028225829768918628	0.01056763428183946	0.003715898263315646	0.04833117433698746	0.006762212450812539	0.02660560260575801	0.028518546340824364	0.025763637997398423	0.01731057073916955	0.03067593920915342	0.011672088998756805	0.013954891468997173	0.009372000616895948	0.01786573817459229	0.005532195258838095	0.0071481637089412225	0.022376668634914824	0.011356506132633089	0.006096287671629267	4.631927149821684	0.2587168439112184	2.535122351098393
