#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="treePrior" ntaxa="30" spec="gammaspike.tree.BirthDeathStubSimulator">
#        <parameter id="r0" lower="0.0" name="r0" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#        <parameter id="RealParameter" lower="0.0" name="samplingProportion" spec="beast.base.inference.parameter.RealParameter" upper="0.0">0.0</parameter>
#        <parameter id="lambda" lower="0.0" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#        <tree id="tree" spec="beast.base.evolution.tree.Tree">
#            <taxonset id="TaxonSet">
#            </taxonset>
#        </tree>
#    </distribution>
#    <prior id="Prior" name="distribution" x="@lambda">
#        <LogNormal id="LogNormalDistributionModel" meanInRealSpace="true" name="distr">
#            <M id="Function$Constant" spec="beast.base.core.Function$Constant" value="10.0"/>
#            <S id="Function$Constant1" spec="beast.base.core.Function$Constant" value="0.5"/>
#        </LogNormal>
#    </prior>
#    <prior id="Prior1" name="distribution" x="@r0">
#        <LogNormal id="LogNormalDistributionModel1" meanInRealSpace="true" name="distr">
#            <M id="Function$Constant2" spec="beast.base.core.Function$Constant" value="4.0"/>
#            <S id="Function$Constant3" spec="beast.base.core.Function$Constant" value="0.5"/>
#        </LogNormal>
#    </prior>
#    <prior id="Prior2" name="distribution">
#        <parameter id="omega" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#        <LogNormal id="LogNormalDistributionModel2" meanInRealSpace="true" name="distr">
#            <M id="Function$Constant4" spec="beast.base.core.Function$Constant" value="1.0"/>
#            <S id="Function$Constant5" spec="beast.base.core.Function$Constant" value="1.0"/>
#        </LogNormal>
#    </prior>
#    <prior id="Prior3" name="distribution">
#        <parameter id="gammaShape" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#        <Exponential id="Exponential" name="distr">
#            <mean id="Function$Constant6" spec="beast.base.core.Function$Constant" value="1.0"/>
#        </Exponential>
#    </prior>
#    <prior id="Prior4" name="distribution">
#        <parameter dimension="61" id="frequencies.codon" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.01639344</parameter>
#        <Dirichlet id="Dirichlet" name="distr">
#            <alpha id="Function$Constant7" spec="beast.base.core.Function$Constant" value="2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0"/>
#        </Dirichlet>
#    </prior>
#    <prior id="Prior5" name="distribution">
#        <parameter dimension="6" id="rates.codon.1" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">1.0</parameter>
#        <Dirichlet id="Dirichlet1" name="distr">
#            <alpha id="Function$Constant8" spec="beast.base.core.Function$Constant" value="1.0 4.0 1.0 1.0 4.0 1.0"/>
#        </Dirichlet>
#    </prior>
#    <prior id="Prior6" name="distribution">
#        <parameter dimension="6" id="rates.codon.2" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">1.0</parameter>
#        <Dirichlet id="Dirichlet2" name="distr">
#            <alpha id="Function$Constant9" spec="beast.base.core.Function$Constant" value="1.0 4.0 1.0 1.0 4.0 1.0"/>
#        </Dirichlet>
#    </prior>
#    <prior id="Prior7" name="distribution">
#        <parameter dimension="6" id="rates.codon.3" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">1.0</parameter>
#        <Dirichlet id="Dirichlet3" name="distr">
#            <alpha id="Function$Constant10" spec="beast.base.core.Function$Constant" value="1.0 4.0 1.0 1.0 4.0 1.0"/>
#        </Dirichlet>
#    </prior>
#</input>
#
Sample	lambda	r0	branchRates.1	branchRates.2	branchRates.3	branchRates.4	branchRates.5	branchRates.6	branchRates.7	branchRates.8	branchRates.9	branchRates.10	branchRates.11	branchRates.12	branchRates.13	branchRates.14	branchRates.15	branchRates.16	branchRates.17	branchRates.18	branchRates.19	branchRates.20	branchRates.21	branchRates.22	branchRates.23	branchRates.24	branchRates.25	branchRates.26	branchRates.27	branchRates.28	branchRates.29	branchRates.30	branchRates.31	branchRates.32	branchRates.33	branchRates.34	branchRates.35	branchRates.36	branchRates.37	branchRates.38	branchRates.39	branchRates.40	branchRates.41	branchRates.42	branchRates.43	branchRates.44	branchRates.45	branchRates.46	branchRates.47	branchRates.48	branchRates.49	branchRates.50	branchRates.51	branchRates.52	branchRates.53	branchRates.54	branchRates.55	branchRates.56	branchRates.57	branchRates.58	branchRates.59	clockSD	gammaShape	rates.codon.1.1	rates.codon.1.2	rates.codon.1.3	rates.codon.1.4	rates.codon.1.5	rates.codon.1.6	rates.codon.2.1	rates.codon.2.2	rates.codon.2.3	rates.codon.2.4	rates.codon.2.5	rates.codon.2.6	rates.codon.3.1	rates.codon.3.2	rates.codon.3.3	rates.codon.3.4	rates.codon.3.5	rates.codon.3.6	frequencies.codon.1	frequencies.codon.2	frequencies.codon.3	frequencies.codon.4	frequencies.codon.5	frequencies.codon.6	frequencies.codon.7	frequencies.codon.8	frequencies.codon.9	frequencies.codon.10	frequencies.codon.11	frequencies.codon.12	frequencies.codon.13	frequencies.codon.14	frequencies.codon.15	frequencies.codon.16	frequencies.codon.17	frequencies.codon.18	frequencies.codon.19	frequencies.codon.20	frequencies.codon.21	frequencies.codon.22	frequencies.codon.23	frequencies.codon.24	frequencies.codon.25	frequencies.codon.26	frequencies.codon.27	frequencies.codon.28	frequencies.codon.29	frequencies.codon.30	frequencies.codon.31	frequencies.codon.32	frequencies.codon.33	frequencies.codon.34	frequencies.codon.35	frequencies.codon.36	frequencies.codon.37	frequencies.codon.38	frequencies.codon.39	frequencies.codon.40	frequencies.codon.41	frequencies.codon.42	frequencies.codon.43	frequencies.codon.44	frequencies.codon.45	frequencies.codon.46	frequencies.codon.47	frequencies.codon.48	frequencies.codon.49	frequencies.codon.50	frequencies.codon.51	frequencies.codon.52	frequencies.codon.53	frequencies.codon.54	frequencies.codon.55	frequencies.codon.56	frequencies.codon.57	frequencies.codon.58	frequencies.codon.59	frequencies.codon.60	frequencies.codon.61	omega	tree.height	tree.treeLength
51	3.850910811500482	6.065525422782448	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2	0.6358803475378075	0.2057661976523886	0.34926573751328727	0.05352775701432147	0.06857582921339546	0.32003421480641936	0.002830263800187945	0.04312509765096824	0.3691384871315822	0.0706881000167405	0.14572098118553928	0.3325158586669014	0.03881147534826851	0.05708320523520663	0.29537694142482357	0.12962616033428798	0.00904770064079554	0.40673972794488	0.10212626442000633	0.015499580600125015	0.029367011434053365	0.008338188369743631	0.03435517566843267	0.02006971035631355	0.021965152600518737	0.0013495713301068238	0.0012789922727781799	0.013506820795112617	0.014861208979069443	0.03808583066119	0.00958408242525592	0.009717571733417439	0.006377687964562915	0.01671594966217974	0.013711037819739336	0.061638044213818355	0.031273288321088645	0.026824814664828757	0.00871942498978295	0.012290310943460824	0.01594821544957084	0.010650262337118318	0.016613295640281422	0.015841580584241885	0.01300330409747306	0.018118798579780007	0.011055226464018915	0.01931774197372259	0.05113019484739965	0.009251647307600171	0.015155573264047472	0.012001207207691485	0.006112681918314132	0.0027393319086626094	0.02061865865402363	0.03148067985715399	0.014571079998742967	0.003941381255921524	0.01393873210796799	0.009462816662473087	0.0025529212372105464	0.01692018393450342	0.004189087005274285	0.016412628257271876	0.005194750942450881	0.03875151646621887	0.01970520515478066	0.005887978359691777	0.005669562281650431	0.013636630011345423	0.0027045593032370575	0.027988930383897374	0.01235107209980366	0.029307837474265505	0.01703827867549921	7.135983840493717E-4	0.030081147978170467	0.018416300057091353	0.006815126891055167	0.019180819180747686	4.088134715534426	0.5850560389818198	5.372592672879656
52	13.806142504682452	6.671417908146721	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2	1.4324543164426953	0.1165881522685896	0.27535438744439017	0.09744824571183631	0.0536962840479187	0.34620705687559966	0.11070587365166559	0.005562795614327622	0.5625916651155132	0.003900490036964886	0.06285227781712112	0.23596154664675117	0.1291312247693219	0.12298228712187016	0.3464488520919285	0.046009298463915785	0.0026342617644901614	0.25904104381350174	0.22288425674429357	0.03087776376079711	0.012250498816932642	0.007190939436172346	0.0410214646715395	0.01715005724334988	0.034076980032148055	0.00782682836489909	0.007662801172491244	0.03210813805586262	0.022755413347160046	0.013340731104577364	0.01662357854165832	0.03469778176176538	0.012245209115366277	0.023659840006212355	0.0013934269334010183	0.011474677859659528	0.031254075436345605	0.013670543450163584	0.0024372859968809528	0.03761562811987855	0.005922536944210096	0.009624233890797244	0.016434993968850377	0.01488230667687436	0.008826464029441813	0.01902337793406379	0.005636792377669486	0.0173336371145843	0.025025099004055914	0.018263489977525308	0.01295617102213725	0.005672986363595671	0.0014159464060225927	0.02062939057930779	0.012551578043649788	0.00863347696082778	0.0026212323178974985	0.006917733115861708	0.00779583875149002	0.0053205258706379	0.02456766905041566	0.007741586524897897	0.040976282873671686	0.003652240452488193	0.006311511944448652	0.03618513275323354	0.0034159923509404686	0.03130459086378466	0.019565896068107998	0.009000913929809236	0.009465846042643146	0.009147987002647006	0.02139797568295302	0.022771099978576827	0.01984541887653584	0.0015830776334027426	0.025610943956439272	0.021692326320369607	0.03363509714335382	0.015306935974518935	1.4580389026108482	0.25502073772927747	2.2107458857012983
53	6.268323434558185	2.224635610181193	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2	0.5443911831100787	0.05640968609251917	0.5258694666288978	0.1131881741301537	0.0805699362647785	0.2129923715717157	0.010970365311934991	0.04405280174643302	0.24094454545631638	0.030840812157321783	0.03478575348109913	0.5148201743600505	0.1345559127987793	0.25106281160315114	0.4379787875463299	0.05864204988660123	0.03569080303333804	0.10238276636300879	0.11424278156757102	0.007299185834647887	0.008831794931894635	0.0038968052425429364	0.01628107276534422	0.013177703316378962	0.007796437896476202	0.010806907722188298	0.014014653604047612	0.01642073493465244	0.008140954506486718	0.021449748288369274	0.017903939652352808	0.03125326696269616	0.008749834691174404	0.028785125856117828	0.019962589778634025	0.018236358320515685	0.01985770233768456	0.004476849949112869	0.024910979985802894	0.01462860614409593	0.007567320128013106	0.020109253258219075	0.04095995343937831	0.0074382810741137236	0.02213591578595792	0.028711344195923225	0.036284798809474585	0.009579437511531345	0.020648156418392908	0.016593061585564128	0.02945978248376576	0.020408612834009323	9.490174053495458E-4	0.012328414978169971	0.007211183642539715	0.005462517219315791	0.030275518915687673	0.018971785422190406	0.01703883452648445	0.010575684713951245	0.035788530345062505	0.02012267846213832	0.016761608249952903	0.011700662198371405	0.005906094540281182	0.019238722030971277	0.009271514782239507	0.014821231845383639	0.01656034132506194	0.02509536524242864	0.028179517375666402	0.009979190827544856	0.028899458817099107	0.0132684872918487	0.00527435300662523	0.005900933025234085	0.013682853131736129	0.011795531784253726	0.02430023051733478	0.003862568131516858	0.1485893615413021	1.0870653687373255	7.007185449169914
54	10.85335130652407	14.181047168831403	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2	0.9443060905180198	0.10186872524641588	0.22311009185413258	0.04246316587911082	0.04978444034916388	0.5611632659379912	0.021610310733185818	0.014665555488525524	0.5952012582564565	0.039276137477911685	0.058173080845806246	0.2215203207630232	0.07116364716827692	0.03311344119728859	0.36426511850731635	0.004245153111108671	0.18267218866638862	0.4116697653682755	0.004034333149622226	0.012744047851049925	0.001774553859000465	0.008316940638574277	0.03076989951581666	0.014500261603433944	0.05467167948104178	0.010587236634914635	0.039994554912437884	0.028893741425644628	0.0038813508943910183	0.002000814447871858	0.020416906695403015	0.02679366981614669	0.03879612074346537	0.005114229929121656	0.009532143983769233	0.008591056029454053	0.00922406869537178	0.009748225881029993	0.009300443717707819	0.0017606809246841285	0.036699244672603	0.019021555412056468	0.02167244517160146	0.003939650186159831	0.006403303972219203	0.020978349762802148	0.025645420783944724	0.034174442397323763	0.009358569239264735	0.011486182508860304	0.012963264583102058	0.013536064089786054	0.0399321996374498	0.0064414019494812855	0.019699069555233466	0.017367832734912502	0.0015585968495690698	0.017850409491418452	0.007173699816035515	0.018509810434213913	0.018867580934774895	0.008610334630656415	0.009765517262249016	0.010993401939625046	0.019799448829822548	0.01796784387840961	0.018492399660211337	0.011209047927648293	0.010309271651811856	0.027335510001453678	0.03346804515736396	0.009281213847887684	0.0019906031898482544	0.03574409156801449	5.086762195555736E-4	0.021302953953838855	0.013427487031714634	0.008806720577054047	0.027067494700296922	0.0032282161093942514	0.3661189863693744	0.2621386082681657	2.936334919596815
55	11.830547933484672	3.030497659858137	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2	0.8773932527050832	0.06525567935308184	0.2255704598815471	0.0688341145108471	0.2840988896130865	0.2418386385187601	0.11440221812267734	0.04211422153096243	0.07444130861980694	0.08469247904665483	0.3533472211698645	0.39418329166345384	0.05122147796925748	0.04951709937370065	0.2795238260899827	0.034807689833923385	0.04626645279299258	0.45948368085394875	0.130401251055452	0.004614533537166459	0.016604243222742676	0.020908420726227832	0.01127335372970094	0.02118665772802172	0.014740105303993289	0.02551963184663652	0.025748639913469522	0.01307145921314744	0.05356019376947242	0.01032515459961281	0.003357973659457898	0.012270577882293243	0.043234331330775644	0.010403227620627389	0.010590380828580007	0.0017183583012427325	0.01284529624366074	0.018579130119570488	0.016684931423760613	0.011143774714124019	0.013868566881938257	0.029131087971254535	0.022633595634513382	0.0099240731995911	0.01600622486991277	0.0024693164660713166	0.0013567094371758643	0.0023649307659308902	0.008902197570719233	0.01039467255956837	0.032762066233072054	0.016964423002591628	0.016848864885984062	0.002111918949165704	0.005462741129471942	0.08136666427649486	0.004536717900869915	0.03206248293564063	0.009536279819802504	0.016569370701312734	0.007972436402701268	0.007065555055343628	0.011208684344706368	0.029286416904963645	0.05487290365829207	0.025431275900783527	0.0019068714155803346	0.008877445378325386	0.010979280426158049	0.006070349823837852	0.023599261685603872	0.0071243815483432995	0.013308237315946332	0.0308967688012776	0.01783653233262205	0.006359674724035261	0.0029061014033935815	0.014900132080575935	0.0044902467571223195	0.021254163135021216	0.9686437416648163	0.4177224243004255	2.952113786994342
56	8.602380339989995	3.436868340856338	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2	0.8953938876022396	0.002126363125227639	0.6572641219948037	0.058490460610301366	0.0037107920146564484	0.23066441226713144	0.04774384998787967	0.02600894116806798	0.443370925664906	0.052725399451164404	0.17306285602131163	0.28589555592784943	0.01893632176670044	0.05195011859874017	0.4212848957059228	0.09703317072903354	0.010262151363248746	0.22681694412167375	0.19265271948138096	0.00323071085068496	0.0058579333564411735	0.009215749127699457	0.0024199533099712647	0.010913420811015194	0.015300580485886272	0.00839004765767926	0.03815012524088881	0.05847207745890911	0.019970454905821434	0.024166517755850252	0.0041771663760116155	0.0016481973313811234	0.008697961913778621	0.0047032847967956	0.004196544353797033	0.035752369792194316	0.02373635815441521	0.04020971527074086	0.010858488239982244	0.05152128083806155	0.0021368385939866488	0.00596270158420688	0.0065772681890637116	0.010441798988488545	0.027364177367661884	0.014111616832095965	0.01733518778233923	0.008963948702810571	0.009135147373048607	0.008569011771383589	0.0035028404041286903	0.020781799162435402	0.005441865571533649	0.019732623159657767	0.008814641723554855	0.00813127890201036	0.037706723643571534	0.029150832421500555	0.017350716003323177	0.014223626885739709	0.01106375386771455	0.015792753654078822	0.04372760753027171	0.016755529027749284	0.035017240977480324	0.005951117579225282	0.025278955567645076	0.00539540054819065	0.018618855016774682	0.0068668563332804815	0.007183804210780239	0.007106087923340782	0.008542257654351676	0.012989142488045136	0.004035934572857086	0.012100378836280666	0.03978803550293045	0.004152546009579634	0.026043142674371914	0.036567016934504815	0.5719657210786326	0.43221180357297834	4.4879033011202285
57	6.25851070995257	3.214673097515088	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2	0.8116892253324718	0.2041685202845814	0.5586754370557804	0.009919619348512999	0.038491295889932164	0.17320904079148017	0.015536086629712606	0.021013548198226848	0.19042805939723462	0.2213945898307039	0.021107578214892127	0.48331356873877224	0.06274265562017042	0.13970137257857895	0.25358673474882715	0.13930042655087363	0.13806649769127433	0.3171907374170956	0.012154231013350362	0.030802103189518724	0.010230454227146375	0.015112501322727878	0.02721447493441715	0.006350682361581997	0.008612909856092093	0.020910196524435022	0.005371413321496986	0.03767364359619952	0.011835774679936899	0.004307218513596994	0.022358617469979167	0.027829883286408435	0.011427110600640954	0.01680812738971437	0.03721344476488793	0.00973987549444562	0.017139139998167324	0.012787568153708002	0.02675262754660793	0.012290054690530119	0.011364779471594586	0.01183885478129216	0.01684778346187157	0.01616466607769089	0.006872623624090665	0.009277191413764424	0.0024638826810872254	0.011108546772927788	0.011114752607597705	0.012171146805417329	0.027132021666603407	0.009782269579533008	0.014571702621304581	0.01959326121433291	0.005435994339567553	0.008412651134065604	0.039841416840907314	0.013406492360193593	0.02414195071881347	0.01766859930689053	0.004691349444144193	0.036042643754364695	0.013167821681471069	0.02138813178109775	0.03256561772497018	0.015538037321562911	0.0088571105148634	0.04957238907482363	0.033109101944940836	0.009301580199556772	0.025905672047898867	0.005527276228805401	0.010687810575683415	0.0043201018706041415	0.0012929953928816332	0.013640402578864145	0.006771516205206307	0.02231933279100319	0.00289626762155867	0.02042643184391305	0.9238170819788425	0.4561012542749958	5.2562961687837255
58	5.9566353345531455	4.511312696292146	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2	0.34847195575717477	0.06384063549339186	0.28814885577755833	0.030604728036919823	0.1242057593440557	0.446598379586876	0.04660164176119828	0.07956834965737483	0.25706541703808977	0.11150989204991751	0.09436074477921819	0.4362987841386196	0.021196812336780165	0.17838655613299612	0.20549402837640401	0.14320472706793108	0.15842081041499648	0.23236706405606034	0.08212681395161214	0.00977612156460799	0.024864922889230544	0.02276194053377834	0.0020610909770974834	0.02612116727375664	0.015122148161755325	0.017156076844380117	0.021245864035281888	0.007910318976018965	0.025039825737706557	0.00833560524975835	0.004259594191819929	0.023809628700666642	0.014811799173601498	0.022166333660086107	0.0035128435935532533	0.014186186626909765	0.04255136113739565	0.010005495191109829	0.024920908800343713	0.04617828458704161	0.014101046461562721	0.01400900837219714	0.03159836234974683	0.02653798239784557	0.0035564263180641446	0.021925886408751972	0.0027554315019888247	0.009713986731314997	0.001526419423198381	0.0019652346758171745	0.01672182461092787	0.008306934457135718	0.034990191097237416	0.01709219519824177	0.00437909588488152	0.030809732791500163	0.019830351067267202	0.007993738527931076	0.02113336753919375	0.004965505827231048	0.028026626481278745	0.03309928999975971	0.03614218300598347	0.013590449763882033	0.0032185796443452005	0.021751517594743492	5.360650635578917E-4	0.005465079070635263	0.015606113753266761	0.027033885659166708	0.005405059853239913	0.007335924347041497	0.011050031387088743	0.013952482184354659	0.011071316914106078	0.011237419776723618	0.01565574748462395	0.032748935178926505	0.0028793818831146733	0.023483671406225596	0.40763235789844265	0.4298703381247782	4.766198433395296
59	7.874029666255593	1.7513881222789194	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2	1.4386345807456036	0.06275945879317212	0.3748550789517901	0.03441311519420684	0.1591972598366723	0.27285390715347263	0.09592118007068592	0.12731464308284296	0.3047535504027575	0.010760356849377093	0.23586456786962878	0.31403129755876585	0.007275584236627789	0.10849548867809865	0.5770070248162911	0.01574500613601806	0.03363621155802207	0.2562315230125615	0.00888474579900857	0.0437415646897971	0.026317739993551584	0.010776582042568712	0.0279381935597763	0.01591526828505709	0.02661565992835517	0.024924065828090702	0.0216288186313576	0.006199938264311895	0.027748095186332762	0.006687042130040379	0.0044867693164785585	0.002032796833375471	0.014984634516784303	0.014901493352034528	0.0541563180267972	0.015615508125309038	0.01789663725006371	0.012908967282424614	0.02136919141875687	0.0342692655769338	0.00967007562072554	0.008761155452697312	0.010879397012573337	0.02323348762630475	0.0032382579776379615	0.020576103077605247	0.013562939751786558	0.009710463360525882	0.006597501999876212	0.009257307595568719	0.012831095517116822	0.003436098054363374	0.014184464507055393	0.017366798840027325	0.0044501502442895625	0.012312759238227347	0.014913025681715639	0.011541230909972377	0.006981322733997121	0.016238654852914883	0.018786716774812893	0.020066338471430033	0.009794345148154464	0.045840697849200994	0.0018940337112233992	0.017046502008628284	0.012468722929867417	0.026146941703571517	0.02092555230274777	0.014690240788623132	0.005628720489827241	0.016514673934281417	0.0143020143242361	0.0013421172165680026	0.0041304588819415355	0.07608677283063378	0.01311856121183711	0.007136786684054755	0.0028219635790217635	0.010400998866159744	0.5245427954175439	0.7790504471766893	6.0028490561094605
60	7.516749823231943	2.616352225749166	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2	0.05762744826461368	0.0561708769950751	0.32609746769060644	0.09968382230683338	0.02152991610038517	0.36555769778760955	0.13096021911949035	0.02052553862963342	0.16841199856124783	0.019864424967779043	0.3218277354340338	0.41326337169624544	0.056106930711060515	0.14131093825442734	0.3074844949752457	0.01774158756374245	0.03101469525909707	0.4522486167838326	0.05019966716365483	0.006547334406677905	0.03476850000840159	0.003970911670592599	0.01324045727184344	0.020422515564826403	0.02154558983493236	0.05348322103156112	0.006142345617797982	0.0047457589200007606	0.009603727812234869	0.0067940731907892285	0.013377406110155112	0.009766184689316433	0.007149643912322669	0.013258495185171408	0.043223440463869806	4.816591810638769E-4	0.01748912214752385	0.036175183007087636	0.00960786641121683	0.01107588624778743	0.023415427512963362	0.00929411399738407	0.024555291740549174	0.046795318534953445	0.010870419250136603	0.028874227711326028	0.001971942192248399	0.004166310650388011	0.02333165085125261	0.013402274360839786	0.005759214555692488	0.018231274873496166	0.0066052548739393944	9.781181751159418E-4	0.0073585408272979205	0.007296894338559392	0.02485749660615268	0.0027452894245359113	0.03682662803483959	0.032525645987328745	0.0234584391177826	0.002853498093688349	0.034828757423022424	0.003510209712483068	0.008586687252438401	0.00839933733204544	0.00866045386423106	0.013604837285076703	0.03980361944040774	0.00973673371103467	0.029588261706415816	0.013388431206125616	0.01602208154591057	0.0058931233825710245	0.0028675624404973024	0.0381792577021003	0.01479513023500801	0.00747096498841561	0.0285920466952044	0.01702990968136769	0.7644296694159309	0.3953560293616585	3.877861513672224
